Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20190916:0910,606.0,47.66,23.79,1.24,0.0,1.59,42.7
20190916:1010,794.01,53.35,24.51,1.45,0.0,1.86,49.3
20190916:1110,816.01,54.37,25.1,1.66,0.0,2.13,50.6
20190916:1210,770.01,50.35,25.54,1.59,0.0,2.04,49.6
20190916:1310,665.01,42.58,25.55,1.59,0.0,2.04,46.3
20190916:1410,508.01,32.62,25.32,1.38,0.0,1.77,41.2
20190916:1510,312.0,21.52,25.06,1.38,0.0,1.77,34.8
20190916:1610,108.0,9.89,24.3,1.45,0.0,1.86,27.7
20190916:1710,0.0,0.0,22.96,1.17,0.0,1.50,23.0
20190916:1810,0.0,0.0,21.59,1.24,0.0,1.59,21.6
20190916:1910,0.0,0.0,20.28,1.03,0.0,1.32,20.3
20190916:2010,0.0,0.0,19.63,1.03,0.0,1.32,19.6
20190916:2110,0.0,0.0,18.94,1.1,0.0,1.41,18.9
20190916:2210,0.0,0.0,18.45,1.24,0.0,1.59,18.4
20190916:2310,0.0,0.0,18.11,1.38,0.0,1.77,18.1
20190917:0010,0.0,0.0,18.04,1.59,0.0,2.04,18.0
20190917:0110,0.0,0.0,18.18,1.72,0.0,2.21,18.2
20190917:0210,0.0,0.0,17.94,1.93,0.0,2.48,17.9
20190917:0310,0.0,0.0,17.82,2.0,0.0,2.57,17.8
20190917:0410,0.0,0.0,17.74,2.07,0.0,2.66,17.7
20190917:0510,30.0,5.11,17.64,2.07,0.0,2.66,18.6
20190917:0610,224.0,16.84,18.78,1.93,0.0,2.48,25.8
20190917:0710,428.0,28.19,20.66,2.48,0.0,3.19,34.0
20190917:0810,594.01,38.65,22.17,2.48,0.0,3.19,40.7
20190917:0910,731.01,47.37,23.42,2.28,0.0,2.93,46.3
20190917:1010,789.01,53.0,24.35,2.07,0.0,2.66,49.0
20190917:1110,815.01,53.98,24.89,2.0,0.0,2.57,50.4
20190917:1210,756.01,49.96,25.22,2.0,0.0,2.57,48.8
20190917:1310,652.01,42.21,25.29,2.21,0.0,2.84,45.7
20190917:1410,502.01,32.28,25.01,2.41,0.0,3.10,40.7
20190917:1510,303.0,21.2,24.3,2.69,0.0,3.46,33.8
20190917:1610,106.0,9.57,23.26,2.69,0.0,3.46,26.6
20190917:1710,0.0,0.0,22.1,2.34,0.0,3.01,22.1
20190917:1810,0.0,0.0,21.09,2.21,0.0,2.84,21.1
20190917:1910,0.0,0.0,20.35,2.07,0.0,2.66,20.4
20190917:2010,0.0,0.0,19.77,1.93,0.0,2.48,19.8
20190917:2110,0.0,0.0,19.29,1.79,0.0,2.30,19.3
20190917:2210,0.0,0.0,18.87,1.72,0.0,2.21,18.9
20190917:2310,0.0,0.0,18.55,1.59,0.0,2.04,18.6
20190918:0010,0.0,0.0,18.37,1.66,0.0,2.13,18.4
20190918:0110,0.0,0.0,18.28,1.79,0.0,2.30,18.3
20190918:0210,0.0,0.0,18.06,1.93,0.0,2.48,18.1
20190918:0310,0.0,0.0,17.9,2.07,0.0,2.66,17.9
20190918:0410,0.0,0.0,18.0,2.21,0.0,2.84,18.0
20190918:0510,27.0,4.95,17.86,2.28,0.0,2.93,18.7
20190918:0610,210.0,16.67,18.68,2.21,0.0,2.84,25.2
20190918:0710,404.0,27.99,20.83,2.83,0.0,3.64,33.5
20190918:0810,0.0,0.0,22.2,2.9,0.0,3.73,22.2
20190918:0910,734.01,47.08,23.44,2.62,0.0,3.37,46.4
20190918:1010,810.01,52.65,24.36,2.34,0.0,3.01,49.7
20190918:1110,822.01,53.58,25.14,2.21,0.0,2.84,50.8
20190918:1210,767.01,49.57,25.87,1.93,0.0,2.48,49.8
20190918:1310,657.01,41.85,26.37,1.93,0.0,2.48,46.9
20190918:1410,506.01,31.94,26.43,2.07,0.0,2.66,42.2
20190918:1510,300.0,20.88,25.95,2.07,0.0,2.66,35.3
20190918:1610,99.0,9.26,24.97,1.79,0.0,2.30,28.1
20190918:1710,0.0,0.0,23.52,1.52,0.0,1.95,23.5
20190918:1810,0.0,0.0,22.08,1.66,0.0,2.13,22.1
20190918:1910,0.0,0.0,21.0,1.72,0.0,2.21,21.0
20190918:2010,0.0,0.0,20.32,1.79,0.0,2.30,20.3
20190918:2110,0.0,0.0,19.75,1.86,0.0,2.39,19.8
20190918:2210,0.0,0.0,19.32,1.79,0.0,2.30,19.3
20190918:2310,0.0,0.0,18.91,1.72,0.0,2.21,18.9
20190919:0010,0.0,0.0,18.26,1.66,0.0,2.13,18.3
20190919:0110,0.0,0.0,17.42,1.45,0.0,1.86,17.4
20190919:0210,0.0,0.0,17.11,1.17,0.0,1.50,17.1
20190919:0310,0.0,0.0,17.74,0.9,0.0,1.16,17.7
20190919:0410,0.0,0.0,18.76,0.55,0.0,0.71,18.8
20190919:0510,28.0,4.78,18.79,0.48,0.0,0.62,19.7
20190919:0610,220.0,16.5,19.28,0.69,0.0,0.89,26.2
20190919:0710,416.0,27.8,22.72,0.34,0.0,0.44,35.7
20190919:0810,579.01,38.18,24.56,1.1,0.0,1.41,42.7
20190919:0910,577.0,46.79,25.68,1.31,0.0,1.68,43.7
20190919:1010,733.01,52.29,26.24,1.72,0.0,2.21,49.1
20190919:1110,795.01,53.19,26.42,1.72,0.0,2.21,51.3
20190919:1210,728.01,49.17,26.47,0.97,0.0,1.25,49.2
20190919:1310,459.0,41.48,27.03,1.45,0.0,1.86,41.4
20190919:1410,321.0,31.6,26.74,2.34,0.0,3.01,36.8
20190919:1510,276.0,20.56,26.22,1.86,0.0,2.39,34.8
20190919:1610,84.0,8.95,25.4,1.45,0.0,1.86,28.0
20190919:1710,0.0,0.0,23.82,2.28,0.0,2.93,23.8
20190919:1810,0.0,0.0,22.52,2.69,0.0,3.46,22.5
20190919:1910,0.0,0.0,21.56,1.52,0.0,1.95,21.6
20190919:2010,0.0,0.0,20.97,1.72,0.0,2.21,21.0
20190919:2110,0.0,0.0,20.61,2.07,0.0,2.66,20.6
20190919:2210,0.0,0.0,20.21,2.83,0.0,3.64,20.2
20190919:2310,0.0,0.0,19.58,2.55,0.0,3.28,19.6
20190920:0010,0.0,0.0,18.84,2.0,0.0,2.57,18.8
20190920:0110,0.0,0.0,19.02,2.41,0.0,3.10,19.0
20190920:0210,0.0,0.0,19.07,2.41,0.0,3.10,19.1
20190920:0310,0.0,0.0,19.34,2.21,0.0,2.84,19.3
20190920:0410,0.0,0.0,19.24,2.0,0.0,2.57,19.2
20190920:0510,27.0,4.62,19.22,1.86,0.0,2.39,20.1
20190920:0610,124.0,16.32,19.97,1.66,0.0,2.13,23.8
20190920:0710,393.0,27.6,20.84,1.1,0.0,1.41,33.1
20190920:0810,500.0,37.94,22.23,0.97,0.0,1.25,37.9
20190920:0910,591.01,46.5,23.24,1.59,0.0,2.04,41.7
20190920:1010,740.01,51.93,23.72,2.28,0.0,2.93,46.8
20190920:1110,785.01,52.79,23.75,2.76,0.0,3.55,48.3
20190920:1210,714.01,48.78,22.88,2.9,0.0,3.73,45.2
20190920:1310,612.01,41.11,21.98,2.69,0.0,3.46,41.1
20190920:1410,459.0,31.26,21.92,2.97,0.0,3.82,36.3
20190920:1510,198.0,20.24,21.74,3.17,0.0,4.07,27.9
20190920:1610,64.0,8.63,20.8,2.69,0.0,3.46,22.8
20190920:1710,0.0,0.0,20.07,2.34,0.0,3.01,20.1
20190920:1810,0.0,0.0,19.55,2.07,0.0,2.66,19.6
20190920:1910,0.0,0.0,19.67,2.28,0.0,2.93,19.7
20190920:2010,0.0,0.0,19.39,2.14,0.0,2.75,19.4
20190920:2110,0.0,0.0,19.26,2.21,0.0,2.84,19.3
20190920:2210,0.0,0.0,18.95,2.07,0.0,2.66,18.9
20190920:2310,0.0,0.0,18.86,1.93,0.0,2.48,18.9
20190921:0010,0.0,0.0,18.61,1.66,0.0,2.13,18.6
20190921:0110,0.0,0.0,18.44,1.52,0.0,1.95,18.4
20190921:0210,0.0,0.0,18.29,1.52,0.0,1.95,18.3
20190921:0310,0.0,0.0,18.13,1.59,0.0,2.04,18.1
20190921:0410,0.0,0.0,17.85,1.72,0.0,2.21,17.9
20190921:0510,25.0,4.45,17.57,1.93,0.0,2.48,18.4
20190921:0610,215.0,16.15,18.22,2.21,0.0,2.84,24.9
20190921:0710,415.0,27.4,19.23,2.69,0.0,3.46,32.2
20190921:0810,568.01,37.7,20.18,2.9,0.0,3.73,37.9
20190921:0910,681.01,46.2,20.72,2.97,0.0,3.82,42.0
20190921:1010,751.01,51.58,21.45,2.9,0.0,3.73,44.9
20190921:1110,788.01,52.4,21.94,2.83,0.0,3.64,46.6
20190921:1210,724.01,48.39,22.27,2.69,0.0,3.46,44.9
20190921:1310,617.01,40.75,22.58,2.48,0.0,3.19,41.9
20190921:1410,466.01,30.92,22.28,2.48,0.0,3.19,36.8
20190921:1510,278.0,19.91,21.83,2.55,0.0,3.28,30.5
20190921:1610,87.0,8.32,20.82,2.76,0.0,3.55,23.5
20190921:1710,0.0,0.0,19.64,2.34,0.0,3.01,19.6
20190921:1810,0.0,0.0,18.88,2.07,0.0,2.66,18.9
20190921:1910,0.0,0.0,18.37,2.14,0.0,2.75,18.4
20190921:2010,0.0,0.0,17.99,2.21,0.0,2.84,18.0
20190921:2110,0.0,0.0,17.72,2.28,0.0,2.93,17.7
20190921:2210,0.0,0.0,17.51,2.34,0.0,3.01,17.5
20190921:2310,0.0,0.0,17.39,2.41,0.0,3.10,17.4
20190922:0010,0.0,0.0,17.33,2.48,0.0,3.19,17.3
20190922:0110,0.0,0.0,17.73,2.48,0.0,3.19,17.7
20190922:0210,0.0,0.0,17.7,2.41,0.0,3.10,17.7
20190922:0310,0.0,0.0,17.69,2.41,0.0,3.10,17.7
20190922:0410,0.0,0.0,17.72,2.41,0.0,3.10,17.7
20190922:0510,21.0,4.28,17.73,2.48,0.0,3.19,18.4
20190922:0610,181.0,15.97,18.68,2.55,0.0,3.28,24.3
20190922:0710,371.0,27.2,20.66,4.28,0.0,5.50,32.3
20190922:0810,402.0,37.46,21.86,4.9,0.0,6.30,34.4
20190922:0910,584.01,45.9,22.63,4.62,0.0,5.94,40.9
20190922:1010,567.0,51.22,23.18,4.21,0.0,5.41,40.9
20190922:1110,484.0,52.0,23.34,3.79,0.0,4.87,38.5
20190922:1210,521.0,48.0,23.28,3.86,0.0,4.96,39.6
20190922:1310,144.0,40.38,23.04,4.0,0.0,5.14,27.5
20190922:1410,420.0,30.58,22.38,4.21,0.0,5.41,35.5
20190922:1510,249.0,19.59,22.01,4.62,0.0,5.94,29.8
20190922:1610,88.0,8.0,21.2,4.55,0.0,5.85,23.9
20190922:1710,0.0,0.0,20.65,3.86,0.0,4.96,20.6
20190922:1810,0.0,0.0,20.25,3.38,0.0,4.34,20.2
20190922:1910,0.0,0.0,20.22,3.52,0.0,4.52,20.2
20190922:2010,0.0,0.0,20.18,3.52,0.0,4.52,20.2
20190922:2110,0.0,0.0,20.16,3.45,0.0,4.43,20.2
20190922:2210,0.0,0.0,20.13,3.45,0.0,4.43,20.1
20190922:2310,0.0,0.0,20.04,3.24,0.0,4.16,20.0
20190923:0010,0.0,0.0,19.92,2.97,0.0,3.82,19.9
20190923:0110,0.0,0.0,19.46,2.62,0.0,3.37,19.5
20190923:0210,0.0,0.0,19.3,2.28,0.0,2.93,19.3
20190923:0310,0.0,0.0,19.2,2.14,0.0,2.75,19.2
20190923:0410,0.0,0.0,19.08,1.79,0.0,2.30,19.1
20190923:0510,23.0,4.11,19.0,1.38,0.0,1.77,19.7
20190923:0610,195.0,15.79,19.8,0.9,0.0,1.16,25.9
20190923:0710,391.0,27.0,21.82,1.93,0.0,2.48,34.0
20190923:0810,556.01,37.22,23.46,2.07,0.0,2.66,40.8
20190923:0910,684.01,45.6,24.97,1.93,0.0,2.48,46.3
20190923:1010,763.01,50.85,26.15,1.79,0.0,2.30,50.0
20190923:1110,748.01,51.6,27.25,1.72,0.0,2.21,50.6
20190923:1210,725.01,47.6,27.92,1.86,0.0,2.39,50.6
20190923:1310,622.01,40.01,28.31,1.45,0.0,1.86,47.7
20190923:1410,451.01,30.24,28.22,1.45,0.0,1.86,42.3
20190923:1510,257.0,19.27,27.63,1.52,0.0,1.95,35.7
20190923:1610,63.0,7.69,26.46,1.93,0.0,2.48,28.4
20190923:1710,0.0,0.0,24.84,2.28,0.0,2.93,24.8
20190923:1810,0.0,0.0,23.59,2.76,0.0,3.55,23.6
20190923:1910,0.0,0.0,21.36,3.24,0.0,4.16,21.4
20190923:2010,0.0,0.0,20.91,2.76,0.0,3.55,20.9
20190923:2110,0.0,0.0,20.77,2.55,0.0,3.28,20.8
20190923:2210,0.0,0.0,20.92,2.48,0.0,3.19,20.9
20190923:2310,0.0,0.0,20.81,2.83,0.0,3.64,20.8
20190924:0010,0.0,0.0,20.64,2.9,0.0,3.73,20.6
20190924:0110,0.0,0.0,20.11,2.55,0.0,3.28,20.1
20190924:0210,0.0,0.0,19.6,2.83,0.0,3.64,19.6
20190924:0310,0.0,0.0,19.27,2.83,0.0,3.64,19.3
20190924:0410,0.0,0.0,19.15,2.62,0.0,3.37,19.1
20190924:0510,3.0,3.94,19.03,2.62,0.0,3.37,19.1
20190924:0610,212.0,15.61,19.63,2.83,0.0,3.64,26.3
20190924:0710,295.0,26.79,20.95,4.34,0.0,5.58,30.2
20190924:0810,239.0,36.97,21.94,5.03,0.0,6.46,29.4
20190924:0910,109.0,45.3,22.55,5.38,0.0,6.91,26.0
20190924:1010,499.0,50.49,22.86,5.66,0.0,7.27,38.5
20190924:1110,156.0,51.21,22.98,5.79,0.0,7.44,27.9
20190924:1210,487.0,47.21,22.9,5.66,0.0,7.27,38.1
20190924:1310,548.01,39.65,22.83,5.79,0.0,7.44,40.0
20190924:1410,403.0,29.9,22.28,5.79,0.0,7.44,34.9
20190924:1510,162.0,18.94,21.61,5.45,0.0,7.00,26.7
20190924:1610,17.0,7.38,20.77,4.97,0.0,6.39,21.3
20190924:1710,0.0,0.0,20.11,4.34,0.0,5.58,20.1
20190924:1810,0.0,0.0,19.6,4.21,0.0,5.41,19.6
20190924:1910,0.0,0.0,19.2,4.07,0.0,5.23,19.2
20190924:2010,0.0,0.0,18.81,3.66,0.0,4.70,18.8
20190924:2110,0.0,0.0,18.72,3.52,0.0,4.52,18.7
20190924:2210,0.0,0.0,18.63,3.52,0.0,4.52,18.6
20190924:2310,0.0,0.0,18.52,3.52,0.0,4.52,18.5
20190925:0010,0.0,0.0,18.44,3.45,0.0,4.43,18.4
20190925:0110,0.0,0.0,18.69,3.17,0.0,4.07,18.7
20190925:0210,0.0,0.0,18.52,2.9,0.0,3.73,18.5
20190925:0310,0.0,0.0,18.26,2.62,0.0,3.37,18.3
20190925:0410,0.0,0.0,18.17,2.41,0.0,3.10,18.2
20190925:0510,21.0,3.77,17.9,2.14,0.0,2.75,18.6
20190925:0610,148.0,15.43,18.55,1.79,0.0,2.30,23.2
20190925:0710,395.0,26.58,20.38,2.48,0.0,3.19,32.7
20190925:0810,562.01,36.72,21.73,2.62,0.0,3.37,39.3
20190925:0910,226.0,45.0,22.96,2.55,0.0,3.28,30.0
20190925:1010,433.0,50.13,23.91,2.41,0.0,3.10,37.4
20190925:1110,776.01,50.81,24.79,2.55,0.0,3.28,49.0
20190925:1210,723.01,46.82,25.26,2.83,0.0,3.64,47.9
20190925:1310,615.01,39.28,25.3,3.03,0.0,3.89,44.5
20190925:1410,457.01,29.56,24.93,3.03,0.0,3.89,39.2
20190925:1510,269.0,18.62,24.24,2.83,0.0,3.64,32.6
20190925:1610,69.0,7.06,23.26,2.41,0.0,3.10,25.4
20190925:1710,0.0,0.0,22.12,1.72,0.0,2.21,22.1
20190925:1810,0.0,0.0,21.11,1.52,0.0,1.95,21.1
20190925:1910,0.0,0.0,19.88,0.97,0.0,1.25,19.9
20190925:2010,0.0,0.0,19.44,1.17,0.0,1.50,19.4
20190925:2110,0.0,0.0,18.81,1.38,0.0,1.77,18.8
20190925:2210,0.0,0.0,18.52,1.72,0.0,2.21,18.5
20190925:2310,0.0,0.0,18.4,2.0,0.0,2.57,18.4
20190926:0010,0.0,0.0,18.23,1.93,0.0,2.48,18.2
20190926:0110,0.0,0.0,17.73,1.93,0.0,2.48,17.7
20190926:0210,0.0,0.0,17.47,1.93,0.0,2.48,17.5
20190926:0310,0.0,0.0,17.29,1.93,0.0,2.48,17.3
20190926:0410,0.0,0.0,17.22,2.0,0.0,2.57,17.2
20190926:0510,20.0,3.6,17.39,2.14,0.0,2.75,18.0
20190926:0610,208.0,15.24,18.29,2.0,0.0,2.57,24.8
20190926:0710,404.01,26.38,20.79,2.14,0.0,2.75,33.4
20190926:0810,577.01,36.48,22.42,2.28,0.0,2.93,40.5
20190926:0910,698.01,44.7,23.76,2.41,0.0,3.10,45.6
20190926:1010,770.01,49.77,24.77,2.69,0.0,3.46,48.8
20190926:1110,788.01,50.41,25.39,2.97,0.0,3.82,50.0
20190926:1210,714.01,46.42,25.71,3.45,0.0,4.43,48.0
20190926:1310,613.01,38.91,25.67,4.0,0.0,5.14,44.8
20190926:1410,376.0,29.21,24.99,3.86,0.0,4.96,36.7
20190926:1510,215.0,18.3,23.68,3.72,0.0,4.78,30.4
20190926:1610,40.0,6.75,22.44,3.31,0.0,4.25,23.7
20190926:1710,0.0,0.0,21.03,3.03,0.0,3.89,21.0
20190926:1810,0.0,0.0,20.16,3.1,0.0,3.98,20.2
20190926:1910,0.0,0.0,19.87,2.55,0.0,3.28,19.9
20190926:2010,0.0,0.0,19.35,2.41,0.0,3.10,19.4
20190926:2110,0.0,0.0,18.95,2.55,0.0,3.28,18.9
20190926:2210,0.0,0.0,18.79,2.69,0.0,3.46,18.8
20190926:2310,0.0,0.0,18.46,2.69,0.0,3.46,18.5
20190927:0010,0.0,0.0,18.33,2.76,0.0,3.55,18.3
20190927:0110,0.0,0.0,18.26,2.9,0.0,3.73,18.3
20190927:0210,0.0,0.0,18.09,2.83,0.0,3.64,18.1
20190927:0310,0.0,0.0,18.02,2.69,0.0,3.46,18.0
20190927:0410,0.0,0.0,18.12,2.62,0.0,3.37,18.1
20190927:0510,16.0,3.43,18.08,2.34,0.0,3.01,18.6
20190927:0610,161.0,15.06,18.59,2.21,0.0,2.84,23.6
20190927:0710,375.0,26.17,19.8,2.34,0.0,3.01,31.5
20190927:0810,493.01,36.22,21.04,2.07,0.0,2.66,36.4
20190927:0910,680.01,44.39,22.09,1.38,0.0,1.77,43.3
20190927:1010,726.01,49.4,22.78,0.69,0.0,0.89,45.5
20190927:1110,581.0,50.01,23.63,0.21,0.0,0.27,41.8
20190927:1210,653.01,46.03,23.89,0.41,0.0,0.53,44.3
20190927:1310,572.01,38.54,23.68,0.62,0.0,0.80,41.6
20190927:1410,428.01,28.87,23.43,0.9,0.0,1.16,36.8
20190927:1510,241.0,17.97,23.08,0.76,0.0,0.98,30.6
20190927:1610,58.0,6.44,22.17,0.76,0.0,0.98,24.0
20190927:1710,0.0,0.0,21.4,0.62,0.0,0.80,21.4
20190927:1810,0.0,0.0,20.92,0.62,0.0,0.80,20.9
20190927:1910,0.0,0.0,19.96,0.48,0.0,0.62,20.0
20190927:2010,0.0,0.0,19.38,0.76,0.0,0.98,19.4
20190927:2110,0.0,0.0,18.79,0.9,0.0,1.16,18.8
20190927:2210,0.0,0.0,18.48,1.03,0.0,1.32,18.5
20190927:2310,0.0,0.0,18.04,1.17,0.0,1.50,18.0
20190928:0010,0.0,0.0,17.75,1.24,0.0,1.59,17.8
20190928:0110,0.0,0.0,17.51,1.38,0.0,1.77,17.5
20190928:0210,0.0,0.0,17.58,1.52,0.0,1.95,17.6
20190928:0310,0.0,0.0,17.41,1.59,0.0,2.04,17.4
20190928:0410,0.0,0.0,17.28,1.66,0.0,2.13,17.3
20190928:0510,17.0,3.25,17.1,1.72,0.0,2.21,17.6
20190928:0610,201.0,14.87,17.91,1.59,0.0,2.04,24.2
20190928:0710,390.01,25.95,20.33,1.59,0.0,2.04,32.5
20190928:0810,556.01,35.97,22.04,1.31,0.0,1.68,39.4
20190928:0910,674.01,44.08,23.47,0.9,0.0,1.16,44.5
20190928:1010,736.01,49.04,24.61,0.97,0.0,1.25,47.6
20190928:1110,752.01,49.62,25.48,1.31,0.0,1.68,49.0
20190928:1210,683.01,45.64,25.91,1.72,0.0,2.21,47.3
20190928:1310,591.01,38.18,25.93,2.07,0.0,2.66,44.4
20190928:1410,429.01,28.53,25.32,2.76,0.0,3.55,38.7
20190928:1510,242.0,17.65,24.05,3.17,0.0,4.07,31.6
20190928:1610,56.0,6.13,22.66,3.1,0.0,3.98,24.4
20190928:1710,0.0,0.0,21.48,2.69,0.0,3.46,21.5
20190928:1810,0.0,0.0,20.64,2.14,0.0,2.75,20.6
20190928:1910,0.0,0.0,20.12,1.66,0.0,2.13,20.1
20190928:2010,0.0,0.0,19.61,1.72,0.0,2.21,19.6
20190928:2110,0.0,0.0,19.18,1.86,0.0,2.39,19.2
20190928:2210,0.0,0.0,18.89,2.0,0.0,2.57,18.9
20190928:2310,0.0,0.0,18.6,2.21,0.0,2.84,18.6
20190929:0010,0.0,0.0,18.32,2.34,0.0,3.01,18.3
20190929:0110,0.0,0.0,18.52,2.41,0.0,3.10,18.5
20190929:0210,0.0,0.0,18.19,2.34,0.0,3.01,18.2
20190929:0310,0.0,0.0,17.99,2.34,0.0,3.01,18.0
20190929:0410,0.0,0.0,17.85,2.34,0.0,3.01,17.9
20190929:0510,16.0,3.08,17.68,2.34,0.0,3.01,18.2
20190929:0610,197.0,14.68,18.4,2.21,0.0,2.84,24.6
20190929:0710,392.01,25.74,20.37,2.76,0.0,3.55,32.6
20190929:0810,561.01,35.72,21.89,2.9,0.0,3.73,39.4
20190929:0910,685.01,43.77,23.14,2.97,0.0,3.82,44.5
20190929:1010,747.01,48.67,23.89,2.9,0.0,3.73,47.2
20190929:1110,751.01,49.22,24.46,2.9,0.0,3.73,47.9
20190929:1210,685.01,45.25,24.88,2.9,0.0,3.73,46.3
20190929:1310,592.01,37.81,24.86,3.1,0.0,3.98,43.4
20190929:1410,426.01,28.19,24.43,3.24,0.0,4.16,37.7
20190929:1510,238.0,17.33,23.54,3.38,0.0,4.34,31.0
20190929:1610,51.0,5.82,22.29,3.24,0.0,4.16,23.9
20190929:1710,0.0,0.0,20.93,2.97,0.0,3.82,20.9
20190929:1810,0.0,0.0,19.97,2.76,0.0,3.55,20.0
20190929:1910,0.0,0.0,19.31,2.34,0.0,3.01,19.3
20190929:2010,0.0,0.0,18.77,2.28,0.0,2.93,18.8
20190929:2110,0.0,0.0,18.35,2.34,0.0,3.01,18.4
20190929:2210,0.0,0.0,18.13,2.41,0.0,3.10,18.1
20190929:2310,0.0,0.0,17.92,2.48,0.0,3.19,17.9
20190930:0010,0.0,0.0,17.74,2.62,0.0,3.37,17.7
20190930:0110,0.0,0.0,17.83,2.69,0.0,3.46,17.8
20190930:0210,0.0,0.0,17.74,2.69,0.0,3.46,17.7
20190930:0310,0.0,0.0,17.59,2.76,0.0,3.55,17.6
20190930:0410,0.0,0.0,17.68,2.83,0.0,3.64,17.7
20190930:0510,11.0,2.9,17.56,2.83,0.0,3.64,17.9
20190930:0610,170.0,14.49,18.48,2.76,0.0,3.55,23.8
20190930:0710,375.0,25.52,19.92,3.52,0.0,4.52,31.6
20190930:0810,532.01,35.46,21.13,3.72,0.0,4.78,37.8
20190930:0910,672.01,43.46,22.38,3.59,0.0,4.61,43.4
20190930:1010,745.01,48.31,23.27,3.17,0.0,4.07,46.6
20190930:1110,744.01,48.82,24.26,3.38,0.0,4.34,47.5
20190930:1210,668.01,44.86,24.23,4.07,0.0,5.23,45.1
20190930:1310,573.01,37.44,23.94,4.34,0.0,5.58,41.8
20190930:1410,420.01,27.85,23.17,4.55,0.0,5.85,36.3
20190930:1510,230.0,17.01,22.25,4.41,0.0,5.67,29.4
20190930:1610,43.79,5.51,21.0,4.07,0.0,5.23,22.4
20190930:1710,0.0,0.0,19.78,3.59,0.0,4.61,19.8
20190930:1810,0.0,0.0,19.14,3.31,0.0,4.25,19.1
20190930:1910,0.0,0.0,18.93,2.9,0.0,3.73,18.9
20190930:2010,0.0,0.0,18.53,2.9,0.0,3.73,18.5
20190930:2110,0.0,0.0,18.21,2.9,0.0,3.73,18.2
20190930:2210,0.0,0.0,18.16,2.9,0.0,3.73,18.2
20190930:2310,0.0,0.0,18.01,2.83,0.0,3.64,18.0
20191001:0010,0.0,0.0,17.95,2.76,0.0,3.55,17.9
20191001:0110,0.0,0.0,17.71,2.69,0.0,3.46,17.7
20191001:0210,0.0,0.0,17.67,2.62,0.0,3.37,17.7
20191001:0310,0.0,0.0,17.46,2.62,0.0,3.37,17.5
20191001:0410,0.0,0.0,17.39,2.76,0.0,3.55,17.4
20191001:0510,11.0,2.73,17.47,2.69,0.0,3.46,17.8
20191001:0610,202.0,14.3,18.26,2.48,0.0,3.19,24.6
20191001:0710,393.01,25.31,19.54,2.69,0.0,3.46,31.8
20191001:0810,571.01,35.2,21.26,2.34,0.0,3.01,39.1
20191001:0910,696.01,43.15,22.85,1.66,0.0,2.13,44.6
20191001:1010,763.01,47.94,24.11,0.9,0.0,1.16,48.0
20191001:1110,783.01,48.43,24.96,0.34,0.0,0.44,49.4
20191001:1210,733.01,44.47,25.41,0.34,0.0,0.44,48.3
20191001:1310,602.01,37.08,25.52,0.41,0.0,0.53,44.3
20191001:1410,436.01,27.51,25.22,0.48,0.0,0.62,38.8
20191001:1510,249.0,16.69,24.53,0.34,0.0,0.44,32.3
20191001:1610,46.2,5.2,23.51,0.28,0.0,0.36,25.0
20191001:1710,0.0,0.0,22.44,0.41,0.0,0.53,22.4
20191001:1810,0.0,0.0,20.97,0.83,0.0,1.07,21.0
20191001:1910,0.0,0.0,19.97,1.24,0.0,1.59,20.0
20191001:2010,0.0,0.0,19.09,1.31,0.0,1.68,19.1
20191001:2110,0.0,0.0,18.52,1.45,0.0,1.86,18.5
20191001:2210,0.0,0.0,17.87,1.45,0.0,1.86,17.9
20191001:2310,0.0,0.0,17.32,1.52,0.0,1.95,17.3
20191002:0010,0.0,0.0,16.93,1.59,0.0,2.04,16.9
20191002:0110,0.0,0.0,16.71,1.66,0.0,2.13,16.7
20191002:0210,0.0,0.0,16.44,1.59,0.0,2.04,16.4
20191002:0310,0.0,0.0,16.07,1.45,0.0,1.86,16.1
20191002:0410,0.0,0.0,15.75,1.31,0.0,1.68,15.8
20191002:0510,10.0,2.55,15.63,1.24,0.0,1.59,15.9
20191002:0610,194.0,14.11,16.66,1.24,0.0,1.59,22.7
20191002:0710,381.01,25.09,19.38,1.66,0.0,2.13,31.3
20191002:0810,555.01,34.94,20.86,2.21,0.0,2.84,38.2
20191002:0910,674.01,42.83,22.01,2.34,0.0,3.01,43.1
20191002:1010,748.01,47.57,23.15,2.28,0.0,2.93,46.5
20191002:1110,767.01,48.03,23.89,1.93,0.0,2.48,47.9
20191002:1210,706.01,44.08,24.32,1.59,0.0,2.04,46.4
20191002:1310,605.01,36.72,24.47,1.72,0.0,2.21,43.4
20191002:1410,304.0,27.18,23.94,2.0,0.0,2.57,33.4
20191002:1510,243.0,16.38,23.13,1.52,0.0,1.95,30.7
20191002:1610,43.48,4.9,22.32,1.1,0.0,1.41,23.7
20191002:1710,0.0,0.0,21.45,0.62,0.0,0.80,21.4
20191002:1810,0.0,0.0,20.48,0.41,0.0,0.53,20.5
20191002:1910,0.0,0.0,19.69,1.03,0.0,1.32,19.7
20191002:2010,0.0,0.0,19.13,1.38,0.0,1.77,19.1
